Hotel Name,Hotel Location,Rating,Facilities Rating,Cleanliness Rating,Comfort Rating,Value for Money Rating,Location Score,Free WiFi Rating,Description,Comments
,"5/3 Zakyan street, 0010 Yerevan, Armenia",9.2 Superb,9.2,9.3,9.2,9.2,9.8,10.0,," My second time in this hotel, very satisfied. They provide water, coffee, tea. In the room you have electric kettle, refrigerator. The bedsheets very clean, room also very clean. "
